uavsar_path,flood_mask_path
milton/tiles/fp3/uavsar/tile_00110.tif,milton/tiles/fp3/masks/tile_00110.tif
milton/tiles/fp2/uavsar/tile_00134.tif,milton/tiles/fp2/masks/tile_00134.tif
2025_Tile_Data/Only_PNG_Data/fp7/UAVSAR/tile_36_74.tif,2025_Tile_Data/Only_PNG_Data/fp7/flood_mask/tile_36_74.tif
2025_Tile_Data/Only_PNG_Data/fp3/UAVSAR/tile_35_36.tif,2025_Tile_Data/Only_PNG_Data/fp3/flood_mask/tile_35_36.tif
2025_Tile_Data/Only_PNG_Data/fp5/UAVSAR/tile_34_21.tif,2025_Tile_Data/Only_PNG_Data/fp5/flood_mask/tile_34_21.tif
milton/tiles/fp1/uavsar/tile_00094.tif,milton/tiles/fp1/masks/tile_00094.tif
2025_Tile_Data/Only_PNG_Data/fp7/UAVSAR/tile_22_61.tif,2025_Tile_Data/Only_PNG_Data/fp7/flood_mask/tile_22_61.tif
2025_Tile_Data/Only_PNG_Data/fp5/UAVSAR/tile_34_16.tif,2025_Tile_Data/Only_PNG_Data/fp5/flood_mask/tile_34_16.tif
milton/tiles/fp2/uavsar/tile_00140.tif,milton/tiles/fp2/masks/tile_00140.tif
2025_Tile_Data/Only_PNG_Data/fp2/UAVSAR/tile_32_45.tif,2025_Tile_Data/Only_PNG_Data/fp2/flood_mask/tile_32_45.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_32_30.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_32_30.tif
2025_Tile_Data/Only_PNG_Data/fp5/UAVSAR/tile_47_29.tif,2025_Tile_Data/Only_PNG_Data/fp5/flood_mask/tile_47_29.tif
milton/tiles/fp1/uavsar/tile_00003.tif,milton/tiles/fp1/masks/tile_00003.tif
2025_Tile_Data/Only_PNG_Data/fp7/UAVSAR/tile_34_75.tif,2025_Tile_Data/Only_PNG_Data/fp7/flood_mask/tile_34_75.tif
2025_Tile_Data/Only_PNG_Data/fp3/UAVSAR/tile_40_42.tif,2025_Tile_Data/Only_PNG_Data/fp3/flood_mask/tile_40_42.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_45_39.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_45_39.tif
milton/tiles/fp3/uavsar/tile_00028.tif,milton/tiles/fp3/masks/tile_00028.tif
milton/tiles/fp6/uavsar/tile_00040.tif,milton/tiles/fp6/masks/tile_00040.tif
milton/tiles/fp5/uavsar/tile_00085.tif,milton/tiles/fp5/masks/tile_00085.tif
milton/tiles/fp1/uavsar/tile_00142.tif,milton/tiles/fp1/masks/tile_00142.tif
milton/tiles/fp6/uavsar/tile_00159.tif,milton/tiles/fp6/masks/tile_00159.tif
milton/tiles/fp7/uavsar/tile_00004.tif,milton/tiles/fp7/masks/tile_00004.tif
milton/tiles/fp1/uavsar/tile_00147.tif,milton/tiles/fp1/masks/tile_00147.tif
milton/tiles/fp1/uavsar/tile_00089.tif,milton/tiles/fp1/masks/tile_00089.tif
milton/tiles/fp5/uavsar/tile_00061.tif,milton/tiles/fp5/masks/tile_00061.tif
milton/tiles/fp5/uavsar/tile_00074.tif,milton/tiles/fp5/masks/tile_00074.tif
2025_Tile_Data/Only_PNG_Data/fp2/UAVSAR/tile_23_45.tif,2025_Tile_Data/Only_PNG_Data/fp2/flood_mask/tile_23_45.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_28_23.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_28_23.tif
2025_Tile_Data/Only_PNG_Data/fp2/UAVSAR/tile_42_44.tif,2025_Tile_Data/Only_PNG_Data/fp2/flood_mask/tile_42_44.tif
milton/tiles/fp6/uavsar/tile_00046.tif,milton/tiles/fp6/masks/tile_00046.tif
2025_Tile_Data/Only_PNG_Data/fp4/UAVSAR/tile_41_30.tif,2025_Tile_Data/Only_PNG_Data/fp4/flood_mask/tile_41_30.tif
milton/tiles/fp5/uavsar/tile_00001.tif,milton/tiles/fp5/masks/tile_00001.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_43_40.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_43_40.tif
2025_Tile_Data/Only_PNG_Data/fp7/UAVSAR/tile_15_55.tif,2025_Tile_Data/Only_PNG_Data/fp7/flood_mask/tile_15_55.tif
2025_Tile_Data/Only_PNG_Data/fp3/UAVSAR/tile_39_38.tif,2025_Tile_Data/Only_PNG_Data/fp3/flood_mask/tile_39_38.tif
milton/tiles/fp7/uavsar/tile_00029.tif,milton/tiles/fp7/masks/tile_00029.tif
2025_Tile_Data/Only_PNG_Data/fp4/UAVSAR/tile_38_27.tif,2025_Tile_Data/Only_PNG_Data/fp4/flood_mask/tile_38_27.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_27_23.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_27_23.tif
2025_Tile_Data/Only_PNG_Data/fp3/UAVSAR/tile_31_31.tif,2025_Tile_Data/Only_PNG_Data/fp3/flood_mask/tile_31_31.tif
milton/tiles/fp6/uavsar/tile_00068.tif,milton/tiles/fp6/masks/tile_00068.tif
2025_Tile_Data/Only_PNG_Data/fp6/UAVSAR/tile_47_41.tif,2025_Tile_Data/Only_PNG_Data/fp6/flood_mask/tile_47_41.tif
