uavsar_path,flood_mask_path
2025_Tile_Data/UAVSAR/tile_35_74.tif,2025_Tile_Data/flood_change_mask_tiles/tile_35_74.tif
2025_Tile_Data/UAVSAR/tile_40_36.tif,2025_Tile_Data/flood_change_mask_tiles/tile_40_36.tif
2025_Tile_Data/UAVSAR/tile_39_26.tif,2025_Tile_Data/flood_change_mask_tiles/tile_39_26.tif
2025_Tile_Data/UAVSAR/tile_39_29.tif,2025_Tile_Data/flood_change_mask_tiles/tile_39_29.tif
2025_Tile_Data/UAVSAR/tile_42_33.tif,2025_Tile_Data/flood_change_mask_tiles/tile_42_33.tif
2025_Tile_Data/UAVSAR/tile_42_30.tif,2025_Tile_Data/flood_change_mask_tiles/tile_42_30.tif
2025_Tile_Data/UAVSAR/tile_45_36.tif,2025_Tile_Data/flood_change_mask_tiles/tile_45_36.tif
2025_Tile_Data/UAVSAR/tile_44_37.tif,2025_Tile_Data/flood_change_mask_tiles/tile_44_37.tif
2025_Tile_Data/UAVSAR/tile_31_19.tif,2025_Tile_Data/flood_change_mask_tiles/tile_31_19.tif
2025_Tile_Data/UAVSAR/tile_36_32.tif,2025_Tile_Data/flood_change_mask_tiles/tile_36_32.tif
2025_Tile_Data/UAVSAR/tile_36_39.tif,2025_Tile_Data/flood_change_mask_tiles/tile_36_39.tif
2025_Tile_Data/UAVSAR/tile_40_39.tif,2025_Tile_Data/flood_change_mask_tiles/tile_40_39.tif
2025_Tile_Data/UAVSAR/tile_44_43.tif,2025_Tile_Data/flood_change_mask_tiles/tile_44_43.tif
2025_Tile_Data/UAVSAR/tile_47_30.tif,2025_Tile_Data/flood_change_mask_tiles/tile_47_30.tif
2025_Tile_Data/UAVSAR/tile_44_29.tif,2025_Tile_Data/flood_change_mask_tiles/tile_44_29.tif
2025_Tile_Data/UAVSAR/tile_17_59.tif,2025_Tile_Data/flood_change_mask_tiles/tile_17_59.tif
2025_Tile_Data/UAVSAR/tile_38_31.tif,2025_Tile_Data/flood_change_mask_tiles/tile_38_31.tif
2025_Tile_Data/UAVSAR/tile_28_66.tif,2025_Tile_Data/flood_change_mask_tiles/tile_28_66.tif
2025_Tile_Data/UAVSAR/tile_47_32.tif,2025_Tile_Data/flood_change_mask_tiles/tile_47_32.tif
2025_Tile_Data/UAVSAR/tile_44_34.tif,2025_Tile_Data/flood_change_mask_tiles/tile_44_34.tif
2025_Tile_Data/UAVSAR/tile_48_33.tif,2025_Tile_Data/flood_change_mask_tiles/tile_48_33.tif
