uavsar_path,flood_mask_path,valid_pixel_fraction,assumed_flood_fraction,label_type,height,width
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00000.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00000.tif,0.7325592041015625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00001.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00001.tif,0.7824249267578125,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00002.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00002.tif,0.784576416015625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00003.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00003.tif,0.7862396240234375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00004.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00004.tif,0.7905426025390625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00005.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00005.tif,0.8119049072265625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00006.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00006.tif,0.839141845703125,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00007.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00007.tif,0.8360748291015625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00008.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00008.tif,0.8514251708984375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27007_12113/tile_00009.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27007_12113/tile_00009.tif,0.8574981689453125,0.0,assumed_negative_drought,256,256
