uavsar_path,flood_mask_path,valid_pixel_fraction,assumed_flood_fraction,label_type,height,width
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00000.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00000.tif,0.70098876953125,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00001.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00001.tif,0.778472900390625,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00002.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00002.tif,0.7767333984375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00003.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00003.tif,0.8072052001953125,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00004.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00004.tif,0.8160858154296875,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00005.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00005.tif,0.8073577880859375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00006.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00006.tif,0.8115081787109375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00007.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00007.tif,0.829559326171875,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00008.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00008.tif,0.8436126708984375,0.0,assumed_negative_drought,256,256
/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/tiles/drought_SMAPdr_27008_12117/tile_00009.tif,/mnt/linuxlab/home/reuuzheng/Flood-Detection-Data-Processing/drought_augmentation/generated_masks/drought_SMAPdr_27008_12117/tile_00009.tif,0.8836212158203125,0.0,assumed_negative_drought,256,256
