uavsar_path,flood_mask_path,valid_pixel_fraction,assumed_flood_fraction,label_type,height,width
tiles/drought_SMAPdr_27005_12117/tile_00000.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00000.tif,0.67730712890625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00001.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00001.tif,0.7573394775390625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00002.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00002.tif,0.7777862548828125,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00003.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00003.tif,0.7971038818359375,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00004.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00004.tif,0.8013153076171875,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00005.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00005.tif,0.8117218017578125,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00006.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00006.tif,0.8072509765625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00007.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00007.tif,0.80780029296875,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00008.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00008.tif,0.8246002197265625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00009.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00009.tif,0.841064453125,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00010.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00010.tif,0.8664703369140625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00011.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00011.tif,0.8837890625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00012.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00012.tif,0.9036712646484375,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00013.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00013.tif,0.9073333740234375,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00014.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00014.tif,0.9352569580078125,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00015.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00015.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00016.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00016.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00017.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00017.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00018.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00018.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00019.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00019.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00020.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00020.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00021.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00021.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00022.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00022.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00023.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00023.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00024.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00024.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00025.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00025.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00026.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00026.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00027.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00027.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00028.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00028.tif,0.952911376953125,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00029.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00029.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00030.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00030.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00031.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00031.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00032.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00032.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00033.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00033.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00034.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00034.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00035.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00035.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00036.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00036.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00037.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00037.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00038.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00038.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00039.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00039.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00040.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00040.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00041.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00041.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00042.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00042.tif,0.963134765625,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00043.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00043.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00044.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00044.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00045.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00045.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00046.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00046.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00047.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00047.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00048.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00048.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00049.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00049.tif,1.0,0.0,assumed_negative_drought,256,256
tiles/drought_SMAPdr_27005_12117/tile_00050.tif,drought_augmentation/generated_masks/drought_SMAPdr_27005_12117/tile_00050.tif,1.0,0.0,assumed_negative_drought,256,256
